,Date,Low,High,Close,Open,Volume
9610,2024-05-01,387.3526772876393,398.67622906449674,391.9476013183594,389.63523841829954,23562500.0
9609,2024-04-30,386.2213658866136,399.112934090919,386.380126953125,398.44799719369325,28781400.0
9608,2024-04-29,396.1654576473054,403.24144058813954,399.2022705078125,402.179540393514,19582100.0
9607,2024-04-26,402.6856699602139,409.87080464048637,403.2414245605469,409.04710666417816,29694700.0
9606,2024-04-25,385.08998167747234,396.8601368410158,396.0165710449219,391.04452101034235,40586500.0
9605,2024-04-24,403.6979086365787,409.3447990752087,405.96063232421875,406.45684392489727,15065300.0
9604,2024-04-23,400.0060952402287,405.10716505974153,404.48193359375,401.1771473553241,15734500.0
9603,2024-04-22,392.7514806878664,399.7976914523607,397.9219970703125,397.04865981007964,20286900.0
9602,2024-04-19,394.7561698730406,402.4077746386735,396.095947265625,400.9687488676842,30276500.0
9601,2024-04-18,400.88935677884103,408.76919927263555,401.2069091796875,407.5187363707615,21029900.0
9600,2024-04-17,407.22097481991534,415.7062108618487,408.71954345703125,414.08855629342435,15855500.0
9599,2024-04-16,410.5952462785095,415.2298454910269,411.43878173828125,411.42887810136665,16765600.0
9598,2024-04-15,410.29755074964197,423.5861130505976,410.5059814453125,423.36777871681545,20273500.0
9597,2024-04-12,416.58947237839413,421.9584854811625,418.7033386230469,420.83704242845164,19232100.0
9596,2024-04-11,419.15984809671994,426.1167444183971,424.6876525878906,422.5936541739285,17966400.0
9595,2024-04-10,416.5200154975315,420.8171944866389,420.05303955078125,418.9911394928746,16216600.0
9594,2024-04-09,418.4254750382327,424.4991003259259,423.0501708984375,423.20896224870864,12512300.0
9593,2024-04-08,420.09272093696904,424.0425761054586,421.3729553222656,421.9485777283347,14272400.0
9592,2024-04-05,415.1504997519638,423.2784485638512,422.2959289550781,416.8276974614869,16544300.0
9591,2024-04-04,414.4061573873391,425.4220608182633,414.71380615234375,421.76992047315406,19370900.0
9590,2024-04-03,415.91463197146663,420.0530500088036,417.26434326171875,416.54979735190346,16502300.0
9589,2024-04-02,414.6740966771135,419.1797063812392,418.246826171875,416.92688638600043,17912000.0
9588,2024-04-01,419.0209183546172,424.64797113919235,421.3531188964844,420.7378213676411,16316000.0
9587,2024-03-28,415.9443740276812,418.6735376130556,417.5322570800781,417.7704289377151,21871200.0
9586,2024-03-27,415.83526074059097,421.23404544961727,418.2369079589844,421.2241115258407,16705000.0
9585,2024-03-26,418.15748537548563,422.76231287812396,418.4552001953125,422.3851872487767,16725600.0
9584,2024-03-25,418.41553787360243,424.1716107025241,419.65606689453125,422.0180389961963,18060500.0
9583,2024-03-22,422.8417631107263,426.6030252593982,425.49151611328125,426.44426419825527,17636500.0
9582,2024-03-21,423.9234830206928,427.55575544088225,426.1167297363281,426.5732359122919,21296200.0
9581,2024-03-20,417.4727666861834,422.73259778034867,422.0081481933594,418.8026102027015,17860100.0
9580,2024-03-19,412.40145573236146,418.4751112612702,418.2170715332031,414.6641794557911,19837900.0
9579,2024-03-18,410.644833725834,417.54218646296124,414.15802001953125,411.11127379953496,20106000.0
9578,2024-03-15,409.6623611748997,419.3980298678985,413.2648620605469,416.11311165944556,45049800.0
